_id,SYS_ID,APPLICATION_TYPE,IN_DATE,PLANNING_DISTRICT,WARD,STREET_NUM,STREET_NAME,STREET_TYPE,STREET_DIRECTION,POSTAL,REFERENCE_FILE,SUB_TYPE,WORK_TYPE,ZONING_REVIEW,ZONING_DESIGNATION,COMMUNITY,EMPLOYMENT_DISTRICT,DESCRIPTION,HEARING_DATE,TIME_OF_MEETING,MEETING_LOCATION,C_OF_A_DESCISION,ANYONE_OBJECT_AT_MEETING,APPEAL_EXPIRY_DATE,OMB_ORDER_DATE,OMB_DESCISION,NUMBER_OF_LOTS_CREATED,CONDITION_EXPIRY_DATE,STATUSDESC
1868443,5519930,MV,2024-09-29,North York,08,116,FELBRIGG,AVE, ,M5M,A0494/24NY,New Res dwellings <= 3 units,New R Building,Zoning Review,RD (f9.0; a275) [ZAP],North York,NA,To construct a new two-storey detached dwelling with a rear deck and basement walkout.,"Nov 7, 2024",4:00 p.m.,"Virtual Hearing / Council Chamber, North York Civic Centre, 5100 Yonge Street, M2N 5V7",NA,NA,"Nov 27, 2024",NA,NA,NA,NA,Hearing Scheduled
1868444,5519941,MV,2024-09-29,Toronto East York,14,630,QUEEN,ST,E,M4M,A0867/24TEY,All Other,Other,Zoning Waiver,NA,NA,NA,To be closed. This MV file was created in error at intake (it should have been a CO file).,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Postponed
1868445,5520211,MV,2024-09-30,Etobicoke York,05,16,FOXWELL,ST, ,M6N,A0397/24EYK,New Res dwellings <= 3 units,Other,Zoning Review,RD (f9.0; d0.4) (x1015) [ZR],NA,NA,To convert the existing detached building in the rear yard into a garden suite.,"Nov 21, 2024",9:30 a.m.,"Virtual Hearing / Council Chamber, Etobicoke Civic Centre, 399 The West Mall, M9C 2Y2",NA,NA,"Dec 11, 2024",NA,NA,NA,NA,Hearing Scheduled
1868446,5520225,CO,2024-09-30,Etobicoke York,07,56,WHITFIELD,AVE, ,M9L,NA,NA,Sever Lot,Zoning Review,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,In Progress
1868447,5520241,MV,2024-09-30,Etobicoke York,07,56,WHITFIELD,AVE, ,M9L,NA,New Res dwellings <= 3 units,New R Building,Zoning Review,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,In Progress
1868448,5520261,MV,2024-09-30,Etobicoke York,07,56,WHITFIELD,AVE, ,M9L,NA,New Res dwellings <= 3 units,New R Building,Zoning Review,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,In Progress
1868449,5520297,MV,2024-09-30,Toronto East York,11,914,BATHURST,ST, ,M5R,A0848/24TEY,All Other,New R Building,Zoning Waiver,CR (c1.0; r2.5) SS2 (x953) (Waiver),Toronto,NA,To alter the development standards (as approved under Official Plan Amendment No. 704 and Site Specific Zoning By-law 65-2024) for a new 12-storey mixed-use building with a total of 135 residential dwelling units. This site is subject to a current Site Plan Control application (under File Number 22 191847 STE 11 SA).,"Nov 27, 2024",9:30 a.m.,"Virtual Hearing / Committee Room 2, Second Floor, Toronto City Hall, 100 Queen Street W, M5H 2N2",NA,NA,"Dec 17, 2024",NA,NA,NA,NA,Hearing Scheduled
1868450,5520313,MV,2024-09-30,North York,15,133,AIRDRIE,RD, ,M4G,A0503/24NY,New Res dwellings <= 3 units,New R Building,Zoning Review,RD (f12.0; a370; d0.6) [ZAP],East York,NA,"To construct a new two-storey detached dwelling with a secondary suite in the basement. A previous application A0102-23NY was before the Committee of Adjustment on Thursday, July 27, 2023 which was partially approved.","Nov 21, 2024",10:00 a.m.,"Virtual Hearing / Council Chamber, North York Civic Centre, 5100 Yonge Street, M2N 5V7",Approved,NA,"Dec 11, 2024",NA,NA,NA,NA,Approved with Conditions
1868451,5520371,MV,2024-09-30,Scarborough,21,22,BURNLEY,AVE, ,M1R,NA,Add/Alt to Existing Res <= 3 units,R Addition,Zoning Review,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,In Progress
1868452,5520397,MV,2024-09-30,North York,06,35,SOUTHGATE,AVE, ,M3H,A0492/24NY,New Res dwellings <= 3 units,New R Building,Zoning Review,RD (f12.0; a370) (x1463)[ZAP],North York,NA,To construct a new detached dwelling.,"Nov 7, 2024",2:00 p.m.,"Virtual Hearing / Council Chamber, North York Civic Centre, 5100 Yonge Street, M2N 5V7",Approved,NA,"Nov 27, 2024",NA,NA,NA,NA,Approved with Conditions
1868453,5520423,MV,2024-09-30,Scarborough,20,109,MAGNOLIA,AVE, ,M1K,A0236/24SC,New Res dwellings <= 3 units,New R Building,Zoning Waiver,Residential Semi-Detached (RS) Zone [W],Kennedy Park Community,NA,To demolish the existing one-storey dwelling and to construct a new two-storey dwelling.,"Dec 4, 2024",10:00 a.m.,"Virtual Hearing / Council Chamber, Scarborough Civic Centre, 150 Borough Dr., M1P 4N7",NA,NA,NA,NA,NA,NA,NA,Hearing Scheduled
1868454,5520447,MV,2024-09-30,North York,18,91,JOHNSTON,AVE, ,M2N,A0495/24NY,New Res dwellings <= 3 units,New R Building,Zoning Review,RD (f9.0; a275),North York,NA,To construct a new dwelling.,"Nov 7, 2024",4:00 p.m.,"Virtual Hearing / Council Chamber, North York Civic Centre, 5100 Yonge Street, M2N 5V7",Approved,NA,"Nov 27, 2024",NA,NA,NA,NA,Approved with Conditions
1868455,5520461,MV,2024-09-30,Scarborough,20,109,MAGNOLIA,AVE, ,M1K,A0237/24SC,New Res dwellings <= 3 units,New R Building,Zoning Review,Residential Semi-Detached (RS) Zone [ZR],Kennedy Park Community,NA,To demolish the existing one-storey dwelling and to construct a new two-storey dwelling.,"Dec 4, 2024",10:00 a.m.,"Virtual Hearing / Council Chamber, Scarborough Civic Centre, 150 Borough Dr., M1P 4N7",NA,NA,NA,NA,NA,NA,NA,Hearing Scheduled
1868456,5520490,MV,2024-09-30,Toronto East York,14,1128,QUEEN,ST,E,M4M,A0850/24TEY,Add/Alt to Existing Res <= 3 units,R Addition,Zoning Review,CR 2.5 (c1.0; r2.0) SS2 (x2224) (ZAP),Toronto,NA,"To alter the existing two-storey mixed-use building by constructing a rear two-storey addition. There is one non-residential unit on the ground floor and one residential dwelling unit on the second level, which will be maintained. The existing one-storey ancillary building (detached garage in the rear yard) will be demolished. There will be one parking pad, abutting Bertmount Avenue.",NA,9:30 a.m.,"Virtual Hearing / Committee Room 3, Second Floor, Toronto City Hall, 100 Queen Street W, M5H 2N2",NA,NA,NA,NA,NA,NA,NA,Tentatively Scheduled
1868457,5520491,MV,2024-09-30,Etobicoke York,03,17,HIGHGATE,RD, ,M8X,A0391/24EYK,New Res dwellings <= 3 units,New R Building,Zoning Review,RD (ZR),NA,NA,To construct a new detached dwelling with an attached garage.,"Nov 7, 2024",9:30 a.m.,"Virtual Hearing / Council Chamber, Etobicoke Civic Centre, 399 The West Mall, M9C 2Y2",Approved,NA,"Nov 27, 2024",NA,NA,NA,NA,Approved with Conditions
1868458,5520521,CO,2024-09-30,Toronto East York,12,11,OSWALD,CRES, ,M4S,B0061/24TEY,NA,Sever Lot,Zoning Review,NA,NA,NA,To obtain consent to sever the lot into two residential lots.,"Oct 11, 2025",TBA,TBA,NA,NA,NA,NA,NA,2,NA,Postponed
1868459,5520529,MV,2024-09-30,Toronto East York,12,11,OSWALD,CRES, ,M4S,A0869/24TEY,New Res dwellings <= 3 units,New R Building,Zoning Review,NA,NA,NA,"To construct a new three-storey detached dwelling, with a front integral garage, and a rear basement walkout. There will be two dwelling units on the lot. The existing two-storey detached dwelling, and rear detached garage will be demolished.","Oct 11, 2025",TBA,TBA,NA,NA,NA,NA,NA,NA,NA,Postponed
1868460,5520534,MV,2024-09-30,Toronto East York,12,11,OSWALD,CRES, ,M4S,A0870/24TEY,New Res dwellings <= 3 units,New R Building,Zoning Review,NA,NA,NA,"To construct a new three-storey detached dwelling, with a front integral garage, and a rear basement walkout. There will be two dwelling units on the lot. The existing two-storey detached dwelling, and rear detached garage will be demolished.","Oct 11, 2025",TBA,TBA,NA,NA,NA,NA,NA,NA,NA,Postponed
1868461,5520535,MV,2024-09-30,Toronto East York,14,12,DUSTAN,CRES, ,M4J,A0874/24TEY,New Res dwellings <= 3 units,New R Building,Zoning Review,RD (f12.0; a370; d0.6)(ZAP),East York,NA,"To construct a new three-storey detached dwelling (duplex) with an integral garage, a rear third storey covered deck, and front and rear covered porches (each on the second level). There will be a total of two residential dwelling units on this lot (one unit located on the first level and one unit occupying the second and third levels).","Nov 27, 2024",3:30 p.m.,"Virtual Hearing / Committee Room 2, Second Floor, Toronto City Hall, 100 Queen Street W, M5H 2N2",NA,NA,"Dec 17, 2024",NA,NA,NA,NA,Hearing Scheduled
1868462,5520732,MV,2024-10-01,Toronto East York,09,63,BEACONSFIELD,AVE, ,M6J,A0879/24TEY,Add/Alt to Existing Res <= 3 units,R Addition,Zoning Review,R (d0.6) (x730) (BLD),Toronto,NA,"To alter the existing one-storey ancillary building (detached garage in the rear yard, abutting the laneway) by constructing a mezzanine level with stairs for storage area. ","Jan 8, 2025",3:30 p.m.,"Virtual Hearing / Committee Room 2, Second Floor, Toronto City Hall, 100 Queen Street W, M5H 2N2",NA,NA,NA,NA,NA,NA,NA,Hearing Scheduled
1868463,5520885,MV,2024-10-01,North York,08,41,ESGORE,DR, ,M5M,A0506/24NY,New Res dwellings <= 3 units,New R Building,Zoning Review,RD (f9.0; a275)[ZAP],North York,NA,To construct a new detached dwelling.,"Nov 21, 2024",10:00 a.m.,"Virtual Hearing / Council Chamber, North York Civic Centre, 5100 Yonge Street, M2N 5V7",Approved,NA,"Dec 11, 2024",NA,NA,NA,NA,Approved
1868464,5520986,MV,2024-10-01,Etobicoke York,07,27,MANSUR,TER, ,M3J,A0443/24EYK,All Other,Other,Zoning Review,NA,NA,NA,Proposed alterations for additional bedrooms and washroom. Multi-tenant house (rooming house).,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Postponed
1868465,5521051,MV,2024-10-01,North York,15,105,RUMSEY,RD, ,M4G,A0493/24NY,New Res dwellings <= 3 units,New R Building,Zoning Waiver,RM,North York,NA,To construct a new detached dwelling,"Dec 5, 2024",2:00 p.m.,"Virtual Hearing / Council Chamber, North York Civic Centre, 5100 Yonge Street, M2N 5V7",Deferred,NA,"Nov 27, 2024",NA,NA,NA,NA,Hearing Scheduled
1868466,5521082,MV,2024-10-01,Toronto East York,14,57,HOGARTH,AVE, ,M4K,A0863/24TEY,Add/Alt to Existing Res <= 3 units,Other,Zoning Review,R (d0.6) (x736) (ZAP),Toronto,NA,To construct new front yard parking pad and a rear third floor rooftop deck (above the second storey).,NA,9:30 a.m.,"Virtual Hearing / Committee Room 3, Second Floor, Toronto City Hall, 100 Queen Street W, M5H 2N2",NA,NA,NA,NA,NA,NA,NA,Hearing Scheduled
1868467,5521128,MV,2024-10-01,Toronto East York,14,43,RHODES,AVE, ,M4L,A0938/24TEY,Add/Alt to Existing Res <= 3 units,R Addition,Zoning Review,R (d0.6) (ZAP),Toronto,NA," To alter the existing 2-storey semi-detached dwelling by constructing  a front, rear and a third-floor addition. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Postponed
1868468,5521136,CO,2024-10-01,Scarborough,25,480,CORONATION,DR, ,M1E,B0040/24SC,NA,Lot Addition,Zoning Review,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Accepted
1868469,5521169,MV,2024-10-01,Etobicoke York,05,1936,LAWRENCE,AVE,W,M9N,A0400/24EYK,All Other,Other,Zoning Waiver,RM (Waiver),NA,NA,To convert the existing fourplex into 8 dwelling units.,NA,9:30 a.m.,"Virtual Hearing / Council Chamber, Etobicoke Civic Centre, 399 The West Mall, M9C 2Y2",NA,NA,NA,NA,NA,NA,NA,Accepted
1868470,5521522,MV,2024-10-02,North York,18,150,CHURCH,AVE, ,   ,A0501/24NY,New Res dwellings <= 3 units,Other,Zoning Review,RD (f15; a550) (x5) [ZAP],North York,NA,To construct 3 storey addition to the existing 1 storey dwelling and two storey garden suite,"Nov 7, 2024",4:00 p.m.,"Virtual Hearing / Council Chamber, North York Civic Centre, 5100 Yonge Street, M2N 5V7",Approved,NA,"Nov 27, 2024",NA,NA,NA,NA,Approved with Conditions
1868471,5521543,MV,2024-10-02,Etobicoke York,02,122,ASHBOURNE,DR, ,M9B,A0428/24EYK,New Res dwellings <= 3 units,New R Building,Zoning Waiver,NA,NA,NA,To permit the existing dwelling currently under construction.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Accepted
1868472,5521608,MV,2024-10-02,Etobicoke York,03,180,BERRY,RD, ,M8Y,A0405/24EYK,Add/Alt to Existing Res <= 3 units,R Addition,Zoning Review,RD (ZR),NA,NA,To construct a one-storey rear addition (sunroom).,"Nov 21, 2024",9:30 a.m.,"Virtual Hearing / Council Chamber, Etobicoke Civic Centre, 399 The West Mall, M9C 2Y2",NA,NA,"Dec 11, 2024",NA,NA,NA,NA,Hearing Scheduled
1868473,5521643,MV,2024-10-02,North York,18,68,LORRAINE,DR, ,M2N,A0496/24NY,Add/Alt to Existing Res <= 3 units,R Addition,Zoning Review,RD (f15.0; a550) (x5)[ZAP],North York,NA,"To construct a covered porch at the rear of the dwelling. Please note, the application was deferred on November 7, 2024 to allow the appicant to consult with the building departmnet.","Nov 7, 2024",4:00 p.m.,"Virtual Hearing / Council Chamber, North York Civic Centre, 5100 Yonge Street, M2N 5V7",NA,NA,"Nov 27, 2024",NA,NA,NA,NA,Hearing Scheduled
1868474,5521655,MV,2024-10-02,Etobicoke York,01,100,GUIDED,CRT, ,M9V,A0393/24EYK,All Other,Other,Zoning Waiver,E 1.0 (x82) [Waiver],NA,NA,To construct a one storey front addition to the existing building.,"Dec 5, 2024",3:00 p.m.,"Virtual Hearing / Council Chamber, Etobicoke Civic Centre, 399 The West Mall, M9C 2Y2",NA,NA,NA,NA,NA,NA,NA,Hearing Scheduled
1868475,5521675,MV,2024-10-02,Toronto East York,14,46,MORSE,ST, ,M4M,A0864/24TEY,Add/Alt to Existing Res <= 3 units,R Addition,Zoning Review,R (d0.6) (BLD),Toronto,NA,"To convert the existing two-storey semi-detached dwelling from two dwelling units to one dwelling unit by constructing a side (south) ground floor addition, a rear (west) ground floor deck, a rear (west) second floor addition, and a new third floor addition.","Dec 4, 2024",9:30 a.m.,"Virtual Hearing / Committee Room 3, Second Floor, Toronto City Hall, 100 Queen Street W, M5H 2N2",NA,NA,"Dec 24, 2024",NA,NA,NA,NA,Hearing Scheduled
1868476,5521763,MV,2024-10-02,Toronto East York,09,136,MILLICENT,ST, ,M6H,A0865/24TEY,All Other,New R Building,Zoning Review,R (d0.6) (x740)(ZAP),Toronto,NA,"To construct a new three-storey semi-detached apartment building (multiplex containing six residential dwelling units) with front and rear balconies on the second and third storeys, two rooftop terraces (above the third storey), front and rear entrances on the ground floor, and front and rear basement walkouts.","Nov 27, 2024",3:30 p.m.,"Virtual Hearing / Committee Room 2, Second Floor, Toronto City Hall, 100 Queen Street W, M5H 2N2",NA,NA,"Dec 17, 2024",NA,NA,NA,NA,Hearing Scheduled
1868477,5521810,MV,2024-10-02,Etobicoke York,03,11,COULES,CRT, ,M8W,A0398/24EYK,Add/Alt to Existing Res <= 3 units,R Addition,Zoning Waiver,RD (f13.5; a510; d0.45) [WAIVER],NA,NA,To construct a new detached garage in the rear yard.,"Nov 21, 2024",9:30 a.m.,"Virtual Hearing / Council Chamber, Etobicoke Civic Centre, 399 The West Mall, M9C 2Y2",NA,NA,"Dec 11, 2024",NA,NA,NA,NA,Hearing Scheduled
1868478,5521819,CO,2024-10-02,Etobicoke York,05,34,GLAMIS,AVE, ,M6N,B0039/24EYK,NA,Sever Lot,Zoning Review,NA,NA,NA,NA,"Feb 20, 2025",1:00 p.m.,"Virtual Hearing / Council Chamber, Etobicoke Civic Centre, 399 The West Mall, M9C 2Y2",NA,NA,NA,NA,NA,NA,NA,Accepted
1868479,5521823,MV,2024-10-02,Etobicoke York,05,34,GLAMIS,AVE, ,M6N,A0401/24EYK,New Res dwellings <= 3 units,New R Building,Zoning Review,NA,NA,NA,NA,"Feb 20, 2025",1:00 p.m.,"Virtual Hearing / Council Chamber, Etobicoke Civic Centre, 399 The West Mall, M9C 2Y2",NA,NA,NA,NA,NA,NA,NA,Accepted
1868480,5521824,MV,2024-10-02,Etobicoke York,05,34,GLAMIS,AVE, ,M6N,A0402/24EYK,New Res dwellings <= 3 units,New R Building,Zoning Review,NA,NA,NA,NA,"Feb 20, 2025",1:00 p.m.,"Virtual Hearing / Council Chamber, Etobicoke Civic Centre, 399 The West Mall, M9C 2Y2",NA,NA,NA,NA,NA,NA,NA,Accepted
1868481,5521950,MV,2024-10-03,Etobicoke York,05,134,VIELLA,ST, ,M6N,A0411/24EYK,Add/Alt to Existing Res <= 3 units,R Addition,Zoning Review,NA,NA,NA,To legalize and to maintain the detached garage in the rear yard.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Postponed
1868482,5522024,MV,2024-10-03,Toronto East York,14,56,SPROAT,AVE, ,M4M,A0875/24TEY,Add/Alt to Existing Res <= 3 units,R Addition,Zoning Review,R (d0.6) (x752) (ZAP),Toronto,NA,"To alter the existing two-storey detached dwelling by constructing a rear second storey addition. Also, to reconstruct the rear one-storey addition (with a new rear ground level deck), and the rear basement walkout entry and stairs. The existing rear garage will be maintained and unaltered.","Jan 8, 2025",3:30 p.m.,"Virtual Hearing / Committee Room 2, Second Floor, Toronto City Hall, 100 Queen Street W, M5H 2N2",NA,NA,NA,NA,NA,NA,NA,Hearing Scheduled
1868483,5522076,MV,2024-10-03,Toronto East York,12,103,BELSIZE,DR, ,M4S,A0877/24TEY,Add/Alt to Existing Res <= 3 units,R Addition,Zoning Review,R (d0.6) (x931) (ZAP),Toronto,NA,"To alter the existing two-and-one-half-storey detached dwelling by constructing front and rear three-storey additions (a portion of the rear addition will be above the existing two-storey), a rear basement walkout, and rear ground and second floor decks with stairs. There will be a total of three residential dwelling units (triplex) (one dwelling unit within the basement, one dwelling unit on the first level, and one dwelling unit to occupy the second and third levels) on this lot.","Dec 4, 2024",9:30 a.m.,"Virtual Hearing / Committee Room 2, Second Floor, Toronto City Hall, 100 Queen Street W, M5H 2N2",NA,NA,"Dec 24, 2024",NA,NA,NA,NA,Hearing Scheduled
1868484,5522091,MV,2024-10-03,Toronto East York,12,117,BROADWAY,AVE, ,M4P,A0871/24TEY,All Other,Other,Zoning Waiver,R (d2.0) (x90)(ZAP),Toronto,NA,"To permit 21 undersized parking spaces within the existing 39-storey building (North Tower) and the 38-storey building (South Tower) on this lot (as approved under Site Specific By-Law 974-2020(LPAT), and as amended by Minor Variance Decision Number A1140/22TEY), which is currently under construction. There will be a total of 258 parking spaces on-site (246 residential parking spaces and 12 visitor parking spaces).",NA,9:30 a.m.,"Virtual Hearing / Committee Room 3, Second Floor, Toronto City Hall, 100 Queen Street W, M5H 2N2",NA,NA,NA,NA,NA,NA,NA,Hearing Scheduled
1868485,5522232,MV,2024-10-03,North York,15,198,DONLEA,DR, ,M4G,A0539/24NY,AddAlt to Res <= 3 units with OTC,R Addition,Zoning Review,RD (f9.0; a275; d0.45)[ZAP],North York,NA,To legalize and maintain the constructed 2 tier deck.,"Dec 5, 2024",2:00 p.m.,"Virtual Hearing / Council Chamber, North York Civic Centre, 5100 Yonge Street, M2N 5V7",NA,NA,NA,NA,NA,NA,NA,Accepted
1868486,5522233,MV,2024-10-03,Toronto East York,14,132,MORSE,ST, ,M4M,A0920/24TEY,Add/Alt to Existing Res <= 3 units,R Addition,Zoning Review,R (d1.0) (x807) (ZAP),Toronto,NA,To alter the existing two-storey semi-detached dwelling by constructing a rear one-storey addition.,NA,9:30 a.m.,"Virtual Hearing / Committee Room 2, Second Floor, Toronto City Hall, 100 Queen Street W, M5H 2N2",NA,NA,NA,NA,NA,NA,NA,Postponed
1868487,5522265,MV,2024-10-03,North York,08,97,WILSON,AVE, ,M5M,A0508/24NY,All Other,Recognize Existing,Zoning Waiver,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Accepted
1868488,5522312,MV,2024-10-03,Scarborough,20,11,FLORENS,AVE, ,M1L,A0247/24SC,New Res dwellings <= 3 units,New R Building,Zoning Review,Residential Detached (RD) Zone [ZR],Clairlea Community,NA,To demolish the existing one-storey dwelling and to construct a new two-storey dwelling.,"Dec 4, 2024",10:00 a.m.,"Virtual Hearing / Council Chamber, Scarborough Civic Centre, 150 Borough Dr., M1P 4N7",NA,NA,NA,NA,NA,NA,NA,Hearing Scheduled
1868489,5522328,MV,2024-10-03,Etobicoke York,05,8,HAWKINS,DR, ,M6M,A0406/24EYK,Add/Alt to Existing Res <= 3 units,R Addition,Zoning Review,RD (f15.0; a550) (x50 [ZR],NA,NA,To construct a new one-storey rear yard addition.,"Nov 21, 2024",9:30 a.m.,"Virtual Hearing / Council Chamber, Etobicoke Civic Centre, 399 The West Mall, M9C 2Y2",NA,NA,"Dec 11, 2024",NA,NA,NA,NA,Hearing Scheduled
1868490,5522385,MV,2024-10-03,Toronto East York,12,478,SPADINA,RD, ,M5P,A0883/24TEY,Add/Alt to Existing Res <= 3 units,R Addition,Zoning Review,RD (f12.0; d0.65)(x1321) (ZAP),Toronto,NA,NA,NA,9:30 a.m.,"Virtual Hearing / Committee Room 2, Second Floor, Toronto City Hall, 100 Queen Street W, M5H 2N2",NA,NA,NA,NA,NA,NA,NA,Postponed
1868491,5522416,MV,2024-10-03,Toronto East York,13,600,CHURCH,ST, ,M4Y,NA,All Other,Other,Zoning Waiver,NA,NA,NA,Proposal to legaize and maintain the ground floor retail use.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,In Progress
1868492,5522439,MV,2024-10-03,North York,15,9,SANDFIELD,RD, ,M3B,A0502/24NY,New Res dwellings <= 3 units,New R Building,Zoning Waiver,RD (f30.0; a1100) (x69) [WAV],North York,NA,To construct a new detached dwelling with ancillary building in the rear yard. Related to previous application A0403/24NY.,"Nov 7, 2024",4:00 p.m.,"Virtual Hearing / Council Chamber, North York Civic Centre, 5100 Yonge Street, M2N 5V7",Approved,NA,"Nov 27, 2024",NA,NA,NA,NA,Approved
